H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,速報値,202603,複合商品,8
TT,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20260301B01,募集量（TSO別）[MW],6,228,195,0,105,224,206,91,225,1280
20260301B01,応札量合計（電源属地別）[MW],302.558,582.02,442.432,499.603,105,894.295,547.821,102.543,561.216,4037.488
20260301B01,落札量合計（電源属地別）[MW],6,222.02,99.599,443.484,105,246.017,235.679,93.543,99.27,1550.612
20260301B01,応札件数（電源属地別）[件],9,5,27,12,1,6,7,4,14,85
20260301B01,落札件数（電源属地別）[件],4,5,25,11,1,6,5,4,11,72
20260301B01,最高落札価格（電源属地別）[円/kW・30分],4.2,19.51,19.51,19.48,1.43,18.97,1.18,7.27,19.51,19.51
20260301B01,最低落札価格（電源属地別）[円/kW・30分],2.5,1.43,0.36,0.33,1.43,0.36,0.36,0.36,0.33,0.33
20260301B01,平均落札価格（電源属地別）[円/kW・30分],3.04,2.73,7.91,2.06,1.43,1.83,1,1.96,2.82,2.34
20260301B01,最高落札価格（TSO別）[円/kW・30分],4.2,19.51,19.51,2.11,1.43,6.5,19.48,7.27,19.51,19.51
20260301B01,最低落札価格（TSO別）[円/kW・30分],2.5,1.43,0.36,1.67,1.43,0.36,0.33,0.36,0.33,0.33
20260301B01,平均落札価格（TSO別）[円/kW・30分],3.04,2.73,7.91,1.86,1.43,0.94,1.9,1.96,2.7,2.34
20260301B01,落札量合計（TSO別）[MW],6,222.02,99.599,327.894,105,255.506,206.05,93.543,235,1550.612
20260301B01,（内訳）自エリアからの落札量[MW],6,222.02,99.599,327.894,105,206.407,157.679,93.543,99.27,1317.412
20260301B02,募集量（TSO別）[MW],26,322,258,0,101,324,204,92,328,1655
20260301B02,応札量合計（電源属地別）[MW],319.358,596.52,452.954,377.881,101,920.891,550.621,105.473,614.216,4038.914
20260301B02,落札量合計（電源属地別）[MW],18,236.52,196.558,370.581,101,272.613,238.479,105.473,184.216,1723.44
20260301B02,応札件数（電源属地別）[件],9,6,34,13,1,13,9,7,16,108
20260301B02,落札件数（電源属地別）[件],3,6,33,12,1,13,7,7,14,96
20260301B02,最高落札価格（電源属地別）[円/kW・30分],3.82,19.51,19.51,19.51,1.43,19.51,19.51,19.51,19.51,19.51
20260301B02,最低落札価格（電源属地別）[円/kW・30分],2,1.43,0.35,0.33,1.43,0.36,0.36,0.36,0.33,0.33
20260301B02,平均落札価格（電源属地別）[円/kW・30分],3.54,3.77,5.06,3.83,1.43,2.48,1.36,4.57,2.11,3.13
20260301B02,最高落札価格（TSO別）[円/kW・30分],3.82,19.51,19.51,4.56,1.43,19.51,1.37,7.94,19.51,19.51
20260301B02,最低落札価格（TSO別）[円/kW・30分],2,0.35,0.36,2.68,1.43,0.33,0.36,0.36,0.33,0.33
20260301B02,平均落札価格（TSO別）[円/kW・30分],3.24,3.1,7.14,3.21,1.43,2.62,1.14,2.32,3.81,3.13
20260301B02,落札量合計（TSO別）[MW],26,288.52,136.558,180.02,87,347.506,204,91,362.836,1723.44
20260301B02,（内訳）自エリアからの落札量[MW],18,228.52,136.558,180.02,87,232.102,204,91,184.216,1361.416
20260301B03,募集量（TSO別）[MW],72,471,412,217,164,489,341,181,503,2850
20260301B03,応札量合計（電源属地別）[MW],322.558,666.52,1208.124,23.557,164,920.891,550.621,97.473,661.216,4614.96
20260301B03,落札量合計（電源属地別）[MW],63.215,313.576,409.456,23.557,164,517.213,315.829,97.473,326.216,2230.535
20260301B03,応札件数（電源属地別）[件],10,6,43,12,2,13,9,5,14,114
20260301B03,落札件数（電源属地別）[件],7,6,37,12,2,13,7,5,11,100
