H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,速報値,202608,一次オフライン,48
TT,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20260801B01,募集量（TSO別）[MW],17,34,74,65,20,77,70,7,56,420
20260801B01,応札量合計（電源属地別）[MW],7.808,10.674,71.945,53.71,3.127,27.064,13.894,5.858,54.659,248.739
20260801B01,落札量合計（電源属地別）[MW],5.218,10.674,71.945,53.71,3.127,3.293,0,1.998,0,149.965
20260801B01,応札件数（電源属地別）[件],4,6,37,28,2,14,7,3,26,127
20260801B01,落札件数（電源属地別）[件],3,6,37,28,2,2,0,1,0,79
20260801B01,最高落札価格（電源属地別）[円/kW・30分],4,15,14.34,11.6,5,0.7,0,1.79,0,15
20260801B01,最低落札価格（電源属地別）[円/kW・30分],0.99,15,3.14,4.12,4,0.7,0,1.79,0,0.7
20260801B01,平均落札価格（電源属地別）[円/kW・30分],2.6,15,12.54,8.01,4.62,0.7,0,1.79,0,10.18
20260801B01,最高落札価格（TSO別）[円/kW・30分],4,15,14.34,11.6,5,1.79,0,0,0,15
20260801B01,最低落札価格（TSO別）[円/kW・30分],0.99,15,3.14,4.12,4,0.7,0,0,0,0.7
20260801B01,平均落札価格（TSO別）[円/kW・30分],2.6,15,12.54,8.01,4.62,1.11,0,0,0,10.18
20260801B01,落札量合計（TSO別）[MW],5.218,10.674,71.945,53.71,3.127,5.291,0,0,0,149.965
20260801B01,（内訳）自エリアからの落札量[MW],5.218,10.674,71.945,53.71,3.127,3.293,0,0,0,147.967
20260801B02,募集量（TSO別）[MW],17,34,74,65,20,77,70,7,56,420
20260801B02,応札量合計（電源属地別）[MW],7.808,12.639,76.339,67.446,3.127,27.064,13.894,5.858,59.081,273.256
20260801B02,落札量合計（電源属地別）[MW],1.968,12.639,74,65,3.127,27.064,13.894,0,56,253.692
20260801B02,応札件数（電源属地別）[件],4,7,39,35,2,14,7,3,28,139
20260801B02,落札件数（電源属地別）[件],1,7,38,34,2,14,7,0,27,130
20260801B02,最高落札価格（電源属地別）[円/kW・30分],0.99,15,14.34,9.9,8.5,13.25,7,0,8.35,15
20260801B02,最低落札価格（電源属地別）[円/kW・30分],0.99,9.99,3.14,5,4,1.44,6.5,0,3.5,0.99
20260801B02,平均落札価格（電源属地別）[円/kW・30分],0.99,14.22,12.04,8.83,5.72,7.08,6.86,0,6.31,9.09
20260801B02,最高落札価格（TSO別）[円/kW・30分],0.99,15,14.34,9.9,8.5,13.25,0,0,8.35,15
20260801B02,最低落札価格（TSO別）[円/kW・30分],0.99,9.99,3.14,5,1.44,3.95,0,0,3.5,0.99
20260801B02,平均落札価格（TSO別）[円/kW・30分],0.99,14.22,12.04,8.83,5.79,7.35,0,0,6.31,9.09
20260801B02,落札量合計（TSO別）[MW],1.968,12.639,74,65,12.328,31.757,0,0,56,253.692
20260801B02,（内訳）自エリアからの落札量[MW],1.968,12.639,74,65,3.127,21.817,0,0,56,234.551
20260801B03,募集量（TSO別）[MW],17,34,74,65,20,77,70,7,56,420
20260801B03,応札量合計（電源属地別）[MW],7.808,26.523,78.289,85.286,3.127,25.104,13.894,5.858,57.111,303
20260801B03,落札量合計（電源属地別）[MW],5.908,26.523,74,65,3.127,25.104,13.894,0,56,269.556
20260801B03,応札件数（電源属地別）[件],4,14,40,44,2,13,7,3,27,154
20260801B03,落札件数（電源属地別）[件],3,14,38,34,2,13,7,0,27,138
20260801B03,最高落札価格（電源属地別）[円/kW・30分],4,15,14.34,9.9,8,9.47,7,0,8.35,15
20260801B03,最低落札価格（電源属地別）[円/kW・30分],0.99,9.99,3.14,5.5,4.5,1.42,6.5,0,3.5,0.99
20260801B03,平均落札価格（電源属地別）[円/kW・30分],2.77,14.63,11.76,8.82,6.66,7.1,6.86,0,6.28,9.25
20260801B03,最高落札価格（TSO別）[円/kW・30分],4,15,14.34,9.9,8,9.47,0,0,8.35,15
20260801B03,最低落札価格（TSO別）[円/kW・30分],0.99,9.99,3.14,5.5,4.5,1.42,0,0,3.5,0.99
20260801B03,平均落札価格（TSO別）[円/kW・30分],2.77,14.63,11.76,8.82,6.79,7.01,0,0,6.28,9.25
20260801B03,落札量合計（TSO別）[MW],5.908,26.523,74,65,5.125,37,0,0,56,269.556
20260801B03,（内訳）自エリアからの落札量[MW],5.908,26.523,74,65,3.127,25.104,0,0,56,255.662
20260801B04,募集量（TSO別）[MW],16,34,73,65,20,77,70,7,56,418
20260801B04,応札量合計（電源属地別）[MW],7.808,26.523,84.212,85.286,3.127,25.104,17.684,5.858,59.1,314.702
20260801B04,落札量合計（電源属地別）[MW],1.968,26.523,73,65,3.127,5.291,11.736,0,45.904,232.549
20260801B04,応札件数（電源属地別）[件],4,14,43,44,2,13,9,3,28,160
20260801B04,落札件数（電源属地別）[件],1,14,38,34,2,3,6,0,22,120
20260801B04,最高落札価格（電源属地別）[円/kW・30分],0.99,15,14.31,9.9,8.5,7,7.81,0,7.98,15
20260801B04,最低落札価格（電源属地別）[円/kW・30分],0.99,9.99,3.14,8.4,8,1.44,6.99,0,3.5,0.99
20260801B04,平均落札価格（電源属地別）[円/kW・30分],0.99,14.63,11.96,9.4,8.19,4.91,7.12,0,6.36,9.9
20260801B04,最高落札価格（TSO別）[円/kW・30分],0.99,15,14.31,9.9,8.5,7.81,0,0,7.98,15
20260801B04,最低落札価格（TSO別）[円/kW・30分],0.99,9.99,3.14,8.4,8,1.44,0,0,3.5,0.99
20260801B04,平均落札価格（TSO別）[円/kW・30分],0.99,14.63,11.96,9.4,8.19,6.43,0,0,6.36,9.9
20260801B04,落札量合計（TSO別）[MW],1.968,26.523,73,65,3.127,17.027,0,0,45.904,232.549
20260801B04,（内訳）自エリアからの落札量[MW],1.968,26.523,73,65,3.127,5.291,0,0,45.904,220.813
20260801B05,募集量（TSO別）[MW],16,34,71,64,20,76,70,7,55,413
20260801B05,応札量合計（電源属地別）[MW],5.858,24.525,74.23,71.379,3.127,23.106,17.684,3.86,58.953,282.722
20260801B05,落札量合計（電源属地別）[MW],3.958,24.525,71,64.999,3.127,1.443,9.936,0,40.378,219.366
20260801B05,応札件数（電源属地別）[件],3,13,38,37,2,12,9,2,28,144
20260801B05,落札件数（電源属地別）[件],2,13,37,34,2,1,5,0,19,113
20260801B05,最高落札価格（電源属地別）[円/kW・30分],3,15,14.34,11.67,8.5,1.44,7,0,7.85,15
20260801B05,最低落札価格（電源属地別）[円/kW・30分],0.99,9.99,3.14,7.87,6.5,1.44,6.99,0,3.5,0.99
20260801B05,平均落札価格（電源属地別）[円/kW・30分],2,14.6,11.59,9.44,7.73,1.44,7,0,6.22,9.8
20260801B05,最高落札価格（TSO別）[円/kW・30分],3,15,14.34,11.67,8.5,1.44,0,0,7.85,15
20260801B05,最低落札価格（TSO別）[円/kW・30分],0.99,9.99,3.14,7.87,6.5,1.44,0,0,3.5,0.99
20260801B05,平均落札価格（TSO別）[円/kW・30分],2,14.6,11.59,9.44,7.73,1.44,0,0,6.37,9.8
20260801B05,落札量合計（TSO別）[MW],3.958,24.525,71,64.999,3.127,1.443,0,0,50.314,219.366
20260801B05,（内訳）自エリアからの落札量[MW],3.958,24.525,71,64.999,3.127,1.443,0,0,40.378,209.43
20260801B06,募集量（TSO別）[MW],16,34,71,64,20,75,70,6,55,411
20260801B06,応札量合計（電源属地別）[MW],5.858,24.525,76.18,71.379,3.127,23.106,17.684,3.86,58.764,284.483
20260801B06,落札量合計（電源属地別）[MW],3.958,24.525,71,64.999,3.127,11.285,12.736,0,40.503,232.133
20260801B06,応札件数（電源属地別）[件],3,13,39,37,2,12,9,2,28,145
20260801B06,落札件数（電源属地別）[件],2,13,37,34,2,6,7,0,19,120
20260801B06,最高落札価格（電源属地別）[円/kW・30分],3,15,14.34,11.67,8.5,6.5,8,0,7.5,15
20260801B06,最低落札価格（電源属地別）[円/kW・30分],0.99,9.99,3.14,5.83,6.5,1.44,6.07,0,3.5,0.99
20260801B06,平均落札価格（電源属地別）[円/kW・30分],2,14.6,11.3,9.25,7.73,5.85,6.95,0,6.08,9.46
20260801B06,最高落札価格（TSO別）[円/kW・30分],3,15,14.34,11.67,8.5,8,0,0,7.5,15
20260801B06,最低落札価格（TSO別）[円/kW・30分],0.99,9.99,3.14,5.83,6.5,1.44,0,0,3.5,0.99
20260801B06,平均落札価格（TSO別）[円/kW・30分],2,14.6,11.3,9.25,7.73,6.16,0,0,6.23,9.46
20260801B06,落札量合計（TSO別）[MW],3.958,24.525,71,64.999,3.127,14.544,0,0,49.98,232.133
20260801B06,（内訳）自エリアからの落札量[MW],3.958,24.525,71,64.999,3.127,11.285,0,0,40.503,219.397
20260801B07,募集量（TSO別）[MW],15,33,69,64,20,76,69,7,56,409
20260801B07,応札量合計（電源属地別）[MW],5.858,25.023,88.351,93.698,3.127,21.15,34.543,5.858,71.92,349.528
20260801B07,落札量合計（電源属地別）[MW],3.068,25.023,69,64.999,3.127,21.15,34.543,0,56,276.91
20260801B07,応札件数（電源属地別）[件],3,13,45,48,2,11,18,3,35,178
20260801B07,落札件数（電源属地別）[件],2,13,36,34,2,11,18,0,27,143
20260801B07,最高落札価格（電源属地別）[円/kW・30分],8.8,15,14.31,11.67,8.5,13.85,10.77,0,6,15
20260801B07,最低落札価格（電源属地別）[円/kW・30分],0.99,9.99,3.14,7.11,8,1,3,0,3.25,0.99
20260801B07,平均落札価格（電源属地別）[円/kW・30分],3.79,14.61,11.08,9.23,8.19,6.53,6.28,0,4.65,8.61
