H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,速報値,202601,一次オフライン,8
TT,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20260101B01,募集量（TSO別）[MW],39,86,173,128,46,179,159,16,128,954
20260101B01,応札量合計（電源属地別）[MW],0,1.35,28.552,3.919,0,0,0,1.93,7.342,43.093
20260101B01,落札量合計（電源属地別）[MW],0,1.35,28.552,3.919,0,0,0,1.93,7.342,43.093
20260101B01,応札件数（電源属地別）[件],0,1,15,2,0,0,0,1,4,23
20260101B01,落札件数（電源属地別）[件],0,1,15,2,0,0,0,1,4,23
20260101B01,最高落札価格（電源属地別）[円/kW・30分],0,19.51,19.51,19.51,0,0,0,19,19.51,19.51
20260101B01,最低落札価格（電源属地別）[円/kW・30分],0,19.51,15.79,19.51,0,0,0,19,19.5,15.79
20260101B01,平均落札価格（電源属地別）[円/kW・30分],0,19.51,19.25,19.51,0,0,0,19,19.5,19.32
20260101B01,最高落札価格（TSO別）[円/kW・30分],0,19.51,19.51,0,0,19.51,19,0,19.51,19.51
20260101B01,最低落札価格（TSO別）[円/kW・30分],0,19.51,15.79,0,0,19.51,19,0,19.5,15.79
20260101B01,平均落札価格（TSO別）[円/kW・30分],0,19.51,19.25,0,0,19.51,19,0,19.5,19.32
20260101B01,落札量合計（TSO別）[MW],0,1.35,28.552,0,0,3.919,1.93,0,7.342,43.093
20260101B01,（内訳）自エリアからの落札量[MW],0,1.35,28.552,0,0,0,0,0,7.342,37.244
20260101B02,募集量（TSO別）[MW],34,79,161,128,45,169,155,16,131,918
20260101B02,応札量合計（電源属地別）[MW],1.99,1.35,28.426,11.707,0,7.806,1.8,1.93,7.342,62.351
20260101B02,落札量合計（電源属地別）[MW],0,1.35,28.426,11.707,0,7.806,1.8,1.93,7.342,60.361
20260101B02,応札件数（電源属地別）[件],1,1,15,6,0,4,1,1,4,33
20260101B02,落札件数（電源属地別）[件],0,1,15,6,0,4,1,1,4,32
20260101B02,最高落札価格（電源属地別）[円/kW・30分],0,19.51,19.51,19.51,0,19.51,19.49,19,19.51,19.51
20260101B02,最低落札価格（電源属地別）[円/kW・30分],0,19.51,0.73,19.47,0,5.6,19.49,19,19.5,0.73
20260101B02,平均落札価格（電源属地別）[円/kW・30分],0,19.51,18.22,19.49,0,16.21,19.49,19,19.5,18.45
20260101B02,最高落札価格（TSO別）[円/kW・30分],0,19.51,19.51,0,0,19.51,19.49,0,19.51,19.51
20260101B02,最低落札価格（TSO別）[円/kW・30分],0,19.51,0.73,0,0,5.6,19,0,19.5,0.73
20260101B02,平均落札価格（TSO別）[円/kW・30分],0,19.51,18.22,0,0,18.18,19.24,0,19.5,18.45
20260101B02,落札量合計（TSO別）[MW],0,1.35,28.426,0,0,19.513,3.73,0,7.342,60.361
20260101B02,（内訳）自エリアからの落札量[MW],0,1.35,28.426,0,0,7.806,1.8,0,7.342,46.724
20260101B03,募集量（TSO別）[MW],40,119,240,167,58,219,166,32,142,1183
20260101B03,応札量合計（電源属地別）[MW],1.99,1.35,44.898,9.717,0,7.806,1.8,1.93,7.342,76.833
20260101B03,落札量合計（電源属地別）[MW],0,1.35,44.898,9.717,0,7.806,1.8,1.93,7.342,74.843
20260101B03,応札件数（電源属地別）[件],1,1,25,5,0,4,1,1,4,42
20260101B03,落札件数（電源属地別）[件],0,1,25,5,0,4,1,1,4,41
20260101B03,最高落札価格（電源属地別）[円/kW・30分],0,19.51,19.51,19.51,0,19.51,19.51,19.5,19.51,19.51
20260101B03,最低落札価格（電源属地別）[円/kW・30分],0,19.51,0.73,19.47,0,5.6,19.51,19.5,19.5,0.73
20260101B03,平均落札価格（電源属地別）[円/kW・30分],0,19.51,17.87,19.49,0,16.21,19.51,19.5,19.5,18.18
20260101B03,最高落札価格（TSO別）[円/kW・30分],0,19.51,19.51,19.51,0,19.51,19.51,19.5,19.51,19.51
20260101B03,最低落札価格（TSO別）[円/kW・30分],0,19.51,0.73,19.47,0,5.6,19.51,19.5,19.5,0.73
20260101B03,平均落札価格（TSO別）[円/kW・30分],0,19.51,17.87,19.49,0,16.21,19.51,19.5,19.5,18.18
20260101B03,落札量合計（TSO別）[MW],0,1.35,44.898,9.717,0,7.806,1.8,1.93,7.342,74.843
20260101B03,（内訳）自エリアからの落札量[MW],0,1.35,44.898,9.717,0,7.806,1.8,1.93,7.342,74.843
20260101B04,募集量（TSO別）[MW],47,184,243,181,62,231,180,44,178,1350
20260101B04,応札量合計（電源属地別）[MW],1.99,0,46.418,11.707,0,7.806,2.8,1.93,11.17,83.821
20260101B04,落札量合計（電源属地別）[MW],1.99,0,46.418,11.707,0,7.806,2.8,1.93,11.17,83.821
20260101B04,応札件数（電源属地別）[件],1,0,26,6,0,4,2,1,6,46
20260101B04,落札件数（電源属地別）[件],1,0,26,6,0,4,2,1,6,46
20260101B04,最高落札価格（電源属地別）[円/kW・30分],15,0,19.51,19.51,0,19.51,19.51,19.5,19.51,19.51
20260101B04,最低落札価格（電源属地別）[円/kW・30分],15,0,0.73,19.47,0,5.6,19.2,19.5,19.5,0.73
20260101B04,平均落札価格（電源属地別）[円/kW・30分],15,0,17.93,19.49,0,16.21,19.4,19.5,19.5,18.21
20260101B04,最高落札価格（TSO別）[円/kW・30分],15,0,19.51,19.51,0,19.51,19.51,19.5,19.51,19.51
20260101B04,最低落札価格（TSO別）[円/kW・30分],15,0,0.73,19.47,0,5.6,19.2,19.5,19.5,0.73
20260101B04,平均落札価格（TSO別）[円/kW・30分],15,0,17.93,19.49,0,16.21,19.4,19.5,19.5,18.21
20260101B04,落札量合計（TSO別）[MW],1.99,0,46.418,11.707,0,7.806,2.8,1.93,11.17,83.821
20260101B04,（内訳）自エリアからの落札量[MW],1.99,0,46.418,11.707,0,7.806,2.8,1.93,11.17,83.821
20260101B05,募集量（TSO別）[MW],45,169,230,192,63,213,181,48,181,1322
20260101B05,応札量合計（電源属地別）[MW],0,1.35,46.418,7.718,0,3.848,2.8,1.93,11.17,75.234
20260101B05,落札量合計（電源属地別）[MW],0,1.35,46.418,0,0,3.848,2.8,1.93,11.17,67.516
20260101B05,応札件数（電源属地別）[件],0,1,26,4,0,2,2,1,6,42
20260101B05,落札件数（電源属地別）[件],0,1,26,0,0,2,2,1,6,38
20260101B05,最高落札価格（電源属地別）[円/kW・30分],0,19.51,19.51,0,0,19.51,19.51,19.5,19.51,19.51
20260101B05,最低落札価格（電源属地別）[円/kW・30分],0,19.51,0.73,0,0,5.6,19.2,19.5,19.5,0.73
20260101B05,平均落札価格（電源属地別）[円/kW・30分],0,19.51,17.93,0,0,12.82,19.4,19.5,19.5,18.03
20260101B05,最高落札価格（TSO別）[円/kW・30分],0,19.51,19.51,0,0,19.51,19.51,19.5,19.51,19.51
20260101B05,最低落札価格（TSO別）[円/kW・30分],0,19.51,0.73,0,0,5.6,19.2,19.5,19.5,0.73
20260101B05,平均落札価格（TSO別）[円/kW・30分],0,19.51,17.93,0,0,12.82,19.4,19.5,19.5,18.03
20260101B05,落札量合計（TSO別）[MW],0,1.35,46.418,0,0,3.848,2.8,1.93,11.17,67.516
20260101B05,（内訳）自エリアからの落札量[MW],0,1.35,46.418,0,0,3.848,2.8,1.93,11.17,67.516
20260101B06,募集量（TSO別）[MW],70,113,225,151,64,208,172,30,143,1176
20260101B06,応札量合計（電源属地別）[MW],1.99,1.35,46.418,9.708,0,7.806,2.8,1.93,11.17,83.172
20260101B06,落札量合計（電源属地別）[MW],0,1.35,46.418,9.708,0,7.806,2.8,1.93,11.17,81.182
20260101B06,応札件数（電源属地別）[件],1,1,26,5,0,4,2,1,6,46
20260101B06,落札件数（電源属地別）[件],0,1,26,5,0,4,2,1,6,45
20260101B06,最高落札価格（電源属地別）[円/kW・30分],0,19.51,19.51,19.51,0,19.51,19.51,19.5,19.51,19.51
20260101B06,最低落札価格（電源属地別）[円/kW・30分],0,19.51,0.73,19.47,0,5.6,19.2,19.5,19.5,0.73
20260101B06,平均落札価格（電源属地別）[円/kW・30分],0,19.51,17.93,19.49,0,16.21,19.4,19.5,19.5,18.28
20260101B06,最高落札価格（TSO別）[円/kW・30分],0,19.51,19.51,19.51,0,19.51,19.51,19.5,19.51,19.51
20260101B06,最低落札価格（TSO別）[円/kW・30分],0,19.51,0.73,19.47,0,5.6,19.2,19.5,19.5,0.73
20260101B06,平均落札価格（TSO別）[円/kW・30分],0,19.51,17.93,19.49,0,16.21,19.4,19.5,19.5,18.28
20260101B06,落札量合計（TSO別）[MW],0,1.35,46.418,9.708,0,7.806,2.8,1.93,11.17,81.182
20260101B06,（内訳）自エリアからの落札量[MW],0,1.35,46.418,9.708,0,7.806,2.8,1.93,11.17,81.182
20260101B07,募集量（TSO別）[MW],53,101,199,143,67,204,168,20,134,1089
20260101B07,応札量合計（電源属地別）[MW],1.99,1.35,44.419,9.717,0,7.806,1.8,1.93,9.73,78.742
20260101B07,落札量合計（電源属地別）[MW],0,1.35,44.419,9.717,0,7.806,1.8,1.93,9.73,76.752
20260101B07,応札件数（電源属地別）[件],1,1,25,5,0,4,1,1,5,43
20260101B07,落札件数（電源属地別）[件],0,1,25,5,0,4,1,1,5,42
20260101B07,最高落札価格（電源属地別）[円/kW・30分],0,19.51,19.51,19.51,0,19.51,19.49,19,19.51,19.51
20260101B07,最低落札価格（電源属地別）[円/kW・30分],0,19.51,0.73,19.47,0,5.6,19.49,19,19.5,0.73
20260101B07,平均落札価格（電源属地別）[円/kW・30分],0,19.51,18.16,19.49,0,16.21,19.49,19,19.5,18.38
20260101B07,最高落札価格（TSO別）[円/kW・30分],0,19.51,19.51,19.51,0,19.51,19.49,19,19.51,19.51
20260101B07,最低落札価格（TSO別）[円/kW・30分],0,19.51,0.73,19.47,0,5.6,19.49,19,19.5,0.73
20260101B07,平均落札価格（TSO別）[円/kW・30分],0,19.51,18.16,19.49,0,16.21,19.49,19,19.5,18.38
20260101B07,落札量合計（TSO別）[MW],0,1.35,44.419,9.717,0,7.806,1.8,1.93,9.73,76.752
20260101B07,（内訳）自エリアからの落札量[MW],0,1.35,44.419,9.717,0,7.806,1.8,1.93,9.73,76.752
20260101B08,募集量（TSO別）[MW],65,97,218,159,60,205,164,26,137,1131
20260101B08,応札量合計（電源属地別）[MW],1.99,1.35,24.602,11.707,0,7.806,1.8,0,5.418,54.673
20260101B08,落札量合計（電源属地別）[MW],1.99,1.35,24.602,11.707,0,7.806,1.8,0,5.418,54.673
20260101B08,応札件数（電源属地別）[件],1,1,13,6,0,4,1,0,3,29
20260101B08,落札件数（電源属地別）[件],1,1,13,6,0,4,1,0,3,29
